titulo,direccion,barrio,ciudad,moneda,precio,expensas,m2_cubiertos,dormitorios,banos,ambientes,antiguedad,link,pagina
DEPARTAMENTO EN ALQUILER DORREGO 2245 MUY BUENA UBICACIÓN,Dorrego 2200,Palermo,CABA,ARS,1000000,150000,50.0,,1,1,,,25
Impecable departamento dos ambientes - Superluminoso con gran balcón - Caballito,Avenida Teniente General Donato Álvarez 100,Caballito Sur,Caballito,ARS,700000,125000,,1,1,,20 años,,25
Ambiente con cocina  americana a gas   balcón cfte   piscina vigil  laundry parrilla/ plaza  en edificio,"Dorrego 2400, Piso 3",Belgrano,CABA,ARS,540000,176000,,,1,1,5 años,,25
Departamento de dos ambientes en alquiler,"Avenida Nazca 3000, Piso 4",Villa del Parque,CABA,ARS,790000,160000,40.0,1,,,,,25
AV. RIVADAVIA Y AV. JUJUY - FRENTE BALCON ESPECTACULAR VISTA PANORAMICA TODO SOL APTO PROF,Avenida Rivadavia 2700,Balvanera,CABA,ARS,460000,,24.0,,1,,40 años,,25
FRAGATA SARMIENTO Y AV. GAONA - 57 M2 FRENTE BALCON VISTA PANORAMICA TODO SOL COCINA COMEDOR,Sarmiento 1100,Caballito,CABA,ARS,800000,285000,48.0,2,,,50 años,,25
EXCELENTE DEPARTAMENTO TIPO DUPLEX CON COCHERA EDIFICIO CEDROS BAJOS,"Avenida Boyacá 1800, Piso 5",Villa General Mitre,CABA,ARS,1950000,593000,90.0,2,,,10 años,,26
Monoambiente contrafrente vista abierta -  amplio placar - Luz y Sol,"Avenida General Mosconi 2400, Piso 6",Villa Pueyrredón,CABA,ARS,610000,140000,32.0,,1,,10 años,,26
Dueño Directo Excelente Depto de 2 amb c on dos patios muy bueno,"Lascano 2800, Piso PB",Villa del Parque,CABA,ARS,850000,140000,41.0,1,,,60 años,,26
JUNIN AL 600 - FRENTE TODO A NUEVO TODO SOL BAÑO Y COCINA COMPLETOS,Junín 600,Balvanera,CABA,ARS,450000,117000,24.0,,1,,40 años,,26
MONOAMBIENTE CONTRATO POR 2 AÑOS,Blanco Encalada 5200,Villa Urquiza,CABA,ARS,520000,95000,26.0,,1,,40 años,,26
ALQUILER AMPLIO MONOAMBIENTE APAISADO FRENTE BALCÓN,"Capdevila 2800, Piso 9°",Villa Urquiza,CABA,ARS,700000,155000,33.0,,1,1,,,26
DEPARTAMENTO 3 AMBIENTES A LA CALLE,"Helguera 4700, Piso 2",Villa Pueyrredón,CABA,ARS,1200000,270000,56.0,2,,,20 años,,26
Departamento en Monserrat,Avenida De Mayo 1200,Monserrat,CABA,USD,700,,39.0,1,,,A Estrenar,,26
"Departamento - Alquiler - Argentina, Capital Federal - Uruguay 390","Uruguay 300, Piso 13",San Nicolás,CABA,USD,600,300000,45.0,2,,,60 años,,26
AV. RIVADAVIA AL 2500 - FRENTE IMPECABLE VISTA ABIERTA TODO SOL APTO PROFESIONAL,Avenida Rivadavia 2500,Balvanera,CABA,ARS,490000,217000,39.0,1,,,40 años,,26
Depto Mono Ambiente c/balcon,"Avenida San Martín 7100, Piso 6°",Villa Devoto,CABA,ARS,570000,160000,30.0,,1,1,,,26
SEMIP EN AV. CORDOBA AL 2300 - TODO A NUEVO BALCON VISTA PANORAMICA TODO SOL,Avenida Córdoba 2300,Barrio Norte,CABA,ARS,950000,122400,48.0,2,,,40 años,,26
SUIPACHA Y AV. CORDOBA - 47 M2 TODO A NUEVO VISTA ABIERTA TODO SOL TODO EXTERNO APTO PROFESIONAL,SUIPACHA Y AV. CORDOBA 14°,Barrio Norte,CABA,ARS,600000,270000,45.0,1,,,40 años,,26
2 Ambientes Amplioso c/Balcon al frente y Amenities,Soler 4300,Palermo Soho,Palermo,ARS,1000000,190000,47.0,1,,,18 años,,26
Impecable 2 ambientes a estrenar en Recoleta,Jean Jaures 1100,Recoleta,CABA,ARS,750000,155000,35.0,1,,,50 años,,26
SEMIPISO 2amb CON COCHERA,Coronel Ramón Lorenzo Falcón 5900,Villa Luro,CABA,ARS,1350000,90000,40.0,1,,,10 años,,26
Alsina al 2500 - Alquiler de departamento 3 ambientes en el barrio de Balvanera!,Adolfo Alsina 2500,Balvanera,CABA,ARS,800000,120000,,2,1,,45 años,,26
Mono Ambiente Super Luminoso y Comodo 3er Piso,"Avenida San Martín 2300, Piso 3",Paternal,CABA,ARS,680000,122690,30.0,1,,,3 años,,26
"HERMOSO 2 AMBIENTES CON COCHERA CUBIERTA FIJA, EN EDIFICIO DE CATEGORIA CON FULL AMENITIES.","Avenida San Martín 2900, Piso 7",Paternal,CABA,ARS,1100000,290000,40.0,1,,,2 años,,26
Departamento en alquiler en Villa Luro,Irigoyen 700,Villa Luro,CABA,ARS,850000,230000,54.0,2,,,40 años,,26
Luminoso monoambiente con balcon al contrafrente,"Avenida San Martín 2300, Piso 7",Paternal,CABA,ARS,650000,153062,27.0,1,,,3 años,,27
3 AMB FTE C/BALCON + DEP - MUY AMPLIO Y LUMINOSO,"Julián Álvarez 2500, Piso 2",Palermo,CABA,ARS,1200000,570000,90.0,2,,,45 años,,27
MONOAMBIENTE AL FTE EN L,"Jerónimo Salguero 1900, Piso 2",Palermo,CABA,ARS,550000,160000,,,,,45 años,,27
2 AMBIENTES AMPLIOS/ BALCON/ AMENITIES/,"Thames 600, Piso 9°",Villa Crespo,CABA,USD,600,310000,54.0,1,,,5 años,,27
Departamento en alquiler en Villa General Mitre,"Alejandro Magariños Cervantes 1800, Piso 11",Villa General Mitre,CABA,ARS,900000,160000,,2,1,,20 años,,27
Departamento 2 AMBIENTES AMOBLADO,Ayacucho 700,Barrio Norte,CABA,ARS,1000000,150000,66.0,1,,,60 años,,27
SEMIPISO 3 AMB,Gurruchaga 2800,Palermo,CABA,ARS,850000,210000,,,,3,,,27
Villa Urquiza sobre Baunes 2026 monoambiente con balcón contra frente cocina integrada excelente ubicación.,Bauness 2000,Urquiza R,Villa Urquiza,ARS,580000,120000,30.0,,1,,10 años,,27
Palermo Soler 6023 y Arévalo semi piso 2 ambientes contra frente balcón cocina separada baño completo . Excelente ubicación.,Soler 6000,Palermo Soho,Palermo,ARS,850000,160000,46.0,1,,,,,27
DUEÑO ALQUILA - EXCELENTE ZONA,"Billinghurst 400, Piso 4",Almagro,CABA,ARS,550000,150000,31.0,1,1,,,,27
FACULTAD DE MEDICINA - IDEAL ESTUDIANTES -2 dorm - Baño completo -  Toilette - Living comedor - Cocina nueva - Lavadero indep - Balcón - Frente -  SOL - RECIEN PINTADO -,"Avenida Córdoba 2200, Piso 3",Barrio Norte,CABA,ARS,980000,370000,63.0,2,,,38 años,,27
"Alquiler 2 amb. de 34 m2 Interno. Cocina integrada al living,  en segundo  piso, buen estado.","Beruti 4400, Piso 2",Palermo,CABA,ARS,590000,200000,,1,1,,45 años,,27
"EXCELENTE MONOAMBIENTE, RETASADO  ,35 METROS, MUY LUMINOSO, VISTA PANORÁMICA EN BELGRANO",Avenida Doctor Ricardo Balbín 2600,Belgrano,CABA,ARS,600000,,33.0,,1,1,,,27
Excelente! Super Luminoso - Divisible,"Avenida Córdoba 3500, Piso 11",Barrio Norte,CABA,ARS,620000,210000,50.0,,1,1,,,27
AMPLIO PISO - APTO PROFESIONAL EN EXCELENTE ZONA,French 2700,Recoleta,CABA,ARS,1800000,107000,125.0,4,,,,,27
PATERNAL: AV. SAN MARTIN AL 3100 -MONOAMBIENTE EN PLANTA BAJA - PATIO- A/PROF. EXPENSAS BAJAS - IMPECABLE- $ 500000.- SATE PROPIEDADES CEL,"Avenida San Martín 3100, Piso P.B",Paternal,CABA,ARS,500000,93000,,,1,1,40 años,,27
Caballito Alquiler 3 ambientes,Avenida Juan Bautista Alberdi 200,Caballito,CABA,ARS,950000,98700,,2,1,3,,,27
ALQUILER DE DEPARTAMENTO - BACACAY AL 2100,Bacacay 2100,Flores,CABA,ARS,650000,,,,,,,,27
ALQUILER de 4 ambientes con balcón,Avenida Juan Bautista Justo 2900,Villa Crespo,CABA,ARS,1000000,200000,,3,1,4,,,27
2 ambientes lateral,"Valle 500, Piso 3",Parque Rivadavia,Caballito,ARS,650000,170000,,1,1,,40 años,,27
ALQUILER de 2 ambientes con balcón,Díaz Colodrero 2800,Villa Urquiza,CABA,ARS,800000,200000,,1,1,,15 años,,28
MONOAMBIENTE - APTO PROFESIONAL - EXCELENTE UBICACION,Franklin Delano Roosevelt 2300,Belgrano,CABA,Consultar,,,,,1,1,,,28
Luminoso Contrafrente,"Sánchez De Bustamante 2300, Piso 7",Barrio Norte,CABA,ARS,900000,220000,,1,1,2,,,28
DUEÑO DIRECTO,"Avenida Santa Fe 3600, Piso 19",Palermo,CABA,ARS,1200000,240000,53.0,1,1,,,,28
Piso 12 vista panorámica,"Emilio Mitre 200, Piso 12",Parque Rivadavia,Caballito,ARS,1700000,340000,,3,1,,40 años,,28
V.CRESPO monoambiente divisible. Malabia 737.,Malabia 700,Villa Crespo,CABA,ARS,600000,,,,,,,,28
Villa Pueyrredón Nazca 4600 2 ambientes cocina separada lavadero independiente baño completo 2 placares impecable estado muy luminoso a 1 cuadra de Av Mosconi,"Avenida Nazca 4600, Piso 7",Villa Pueyrredón,CABA,ARS,620000,130000,,1,1,,40 años,,28
Villa Urquiza Altolaguirre 1900 y Echeverría monoambiente tipo casa primer piso por escalera totalmente reciclado con patio a electricidad. A 5 cuadras de estación Echeverría subte línea B,"Altolaguirre 1900, Piso 1",Villa Urquiza,CABA,ARS,550000,,22.0,,1,1,,,28
Caballito sobre Boyaca al  300. Excelente monoambiente dividido amplio impecable estado con balcón contrafrente. aire acondicionado cocina integrada completa con Spar baño completo balcón con deck. Imperdible,Avenida Boyacá 300,Caballito,CABA,ARS,640000,150000,,,1,1,5 años,,28
SUPER AMPLIO Y LUMINOSO,"Coronel Niceto Vega 5900, Piso 2",Palermo,CABA,ARS,650000,177000,,,1,1,,,28
DUEÑO - Monoambiente AMOBLADO - Apto Profesional,"Agüero 1600, Piso 2",Barrio Norte,CABA,ARS,500000,98000,,,1,1,,,28
ALMAGRO  3 AMBIENTES  PH AL FRENTE CON ENTRADA INDEPENDIENTE y PATIO,"Mexico 3300, Piso P.B",Almagro,CABA,ARS,1500000,,,3,1,,70 años,,28
IMPECABLE! 2 DORMITORIOS Y ESCRITORIO,"Blanco Encalada 2300, Piso 16",Belgrano,CABA,ARS,1450000,414000,83.0,2,,,35 años,,28
"A la calle, muy luminoso","Avenida Nazca 100, Piso 5",Flores,CABA,ARS,600000,130000,33.0,1,,,40 años,,28
Excelente 4 ambientes apto profesioanal. Reciclado,Nuñez 2300,Núñez,CABA,ARS,1400000,250000,100.0,3,,,20 años,,28
3 Ambientes Al Frente I M/Lum. I A/Prof I Exc Ubic I Impec.,Venezuela 4200,Almagro,CABA,ARS,1500000,,51.0,2,,,60 años,,28
Alquiler departamento de 3 ambientes amoblado en Palermo,Beruti 4600,Palermo,CABA,USD,3800,,92.0,2,,,A Estrenar,,28
ALQUILER Departamento 2 ambientes Villa Urquiza,"Arismendi 2600, Piso 4",Villa Urquiza,CABA,ARS,995000,100000,38.0,1,,,A Estrenar,,28
DEPTO 2 AMB AL FRENTE CON BALCON Y PATIO.,"Pedernera 400, Piso 1",Flores,CABA,ARS,850000,95000,42.0,1,,,30 años,,28
3 amb con dependencia muy luminoso,"Vuelta De Obligado 2800, Piso 5°",Belgrano,CABA,ARS,950000,205000,60.0,2,,,40 años,,28
"Excelente 2 Ambientes Amueblado con Patio y Cochera, Todo a Nuevo, en Caballito","Paysandú 500, Piso 1",Caballito Norte,Caballito,ARS,1080000,120000,32.0,1,,,5 años,,29
PEÑA AL 2800_RECOLETA_ALQUILER 1 AMBIENTE CON BALCON_CTRAFTE_30M2_APTO PROF,Pena 2800,Recoleta,CABA,ARS,550000,240000,28.0,,1,,28 años,,29
Monomabiente con vista al Parque Chacabuco,Zuviría 1000,Parque Chacabuco,CABA,ARS,540000,120000,18.0,,1,,45 años,,29
ALQUILER EN VILLA CRESPO MONOAMBIENTE DIVIDIDO,"Serrano 500, Piso 4",Villa Crespo,CABA,ARS,660000,231000,,,1,1,14 años,,29
"3 Ambientes con Balcón, Piso Alto, Vista Panorámica, Mucha Luz, Bajas Expensas","Francisco Acuña De Figueroa 700, Piso 12",Almagro Norte,Almagro,ARS,950000,130000,53.0,2,,,50 años,,29
"DEPARTAMENTO 1 AMBIENTE - PALERMO NUEVO, CAPITAL FEDERAL","John F Kennedy ( Ex Darregueyra) 2800, Piso 7",Palermo Nuevo,Palermo,ARS,1150000,245000,40.0,,1,,10 años,,29
Dos ambientes CON BALCON Y COCHERA - MANSILLA 2800,General Lucio Norberto Mansilla 2800,Barrio Norte,CABA,ARS,700000,240000,,1,1,2,,,29
ALQUILER MONOAMBIENTE CON BALCON Y AMENITIES,"Avenida Olazábal 5400, Piso 6°",Villa Urquiza,CABA,ARS,550000,205000,30.0,,1,,15 años,,29
Alquilo depatamento 1 amb sobre Av Juan B Alberdi piso 10,Avenida Juan Bautista Alberdi 2400,Flores Norte,Flores,ARS,490000,65000,27.0,,1,,45 años,,29
Dueño directo alquila depto 2 amb Venezuela 2500,Venezuela 2500,Balvanera,CABA,ARS,650000,198000,30.0,1,1,,,,29
Depto 3 amb - BAJAS EXPENSAS (1er piso x escalera) RECIEN PINTADO - Floresta Norte,Yerbal 4700,Floresta Norte,Floresta,ARS,750000,75000,44.0,2,,,45 años,,29
DEPARTAMENTO DE 2 AMBIENTES,Viamonte 2700,Balvanera,CABA,ARS,550000,105000,35.0,1,1,,,,29
"Departamento en alquiler 3 amb /dep, CON O SIN MUEBLES","Arenales 3400, Piso 4°",Barrio Norte,CABA,ARS,1800000,244300,65.0,3,,,50 años,,29
DOS  AMBIENTES C / balcon aterrazado - Con cochera!,"Martínez Castro 200, Piso 1",Floresta,CABA,ARS,930000,130000,43.3,1,,,2 años,,29
RECICLADO A NUEVO | MONOAMBIENTE EN L | 30 m² | VISTA ABIERTA | VILLA CRESPO,Avenida Corrientes 4900,Villa Crespo,CABA,ARS,600000,115000,30.0,,1,,40 años,,29
Excelente 2 Amb con Amenities,"Thames 600, Piso 3°",Palermo,CABA,USD,600,388000,49.0,1,,,5 años,,29
Departamento 2 amb por Caballito,"Franklin 900, Piso 3°",Caballito,CABA,ARS,600000,230400,43.0,1,1,,,,29
DOS AMBIENTES EXCELENTE UBICACION,"Laprida 1100, Piso 7",Recoleta,CABA,ARS,570000,120000,28.0,1,,,,,29
DUEÑO ALQUILA  DEPTO 4 AMBIENTES FRENTE EN MONSERRAT-CONGRESO-TRIBUNALES,"Montevideo 300, Piso 1",Monserrat,CABA,ARS,900000,300000,,3,1,,45 años,,29
AV. ENTR RIOS AL 1300 - IMPECABLE BALCON FRENTE TODO SOL,Avenida Entre Ríos 1300,San Cristóbal,CABA,ARS,515000,154859,35.0,,1,,17 años,,29
"EXCELENTE MONOAMIENTE CON BALCÓN, MUY LUMINOSO,  IMPECABLE!","San Nicolás 2000, Piso 2",Monte Castro,CABA,ARS,480000,170000,30.0,,1,,10 años,,30
3 amplios ambientes frente con  balcon,"Santo Tomé 5300, Piso 3",Monte Castro,CABA,ARS,670000,140000,55.0,2,,,35 años,,30
DEPARTAMENTO 2AMBIENTES VILLA DEL PARQUE - ALQUILER,Emilio la marca 2200,Villa del Parque,CABA,ARS,650000,80000,32.0,1,1,,,,30
EXCELENTE DEPARTAMENTO 1 AMB-LATERAL- LUMINOSO,Avenida Nazca 2800,Villa del Parque,CABA,ARS,550000,90000,28.0,,1,,7 años,,30
1 AMBIENTE DIVISIBLE CON COCHERA CUBIERTA CHICA.   CATEGORIA CON AMENITIES Y PILETA.,"Avenida Francisco Beiró 3300, Piso 4",Villa del Parque,CABA,ARS,700000,160000,42.0,,1,,,,30
"Depto 1 ambiente CON EXPENSAS , ABL  AYSA INCLUIDOS  Amplio luminoso","Mario Bravo 200, Piso 6",Almagro,CABA,ARS,580000,,30.0,,1,,45 años,,30
JUNIN AL 500 - CONTRAFRENTE LUMINOSO APTO PROFESIONAL,Junín 500,Balvanera,CABA,ARS,380000,113543,16.0,,1,,40 años,,30
Departamento en alquiler en Barracas,Tomás Liberti 1100,Barracas,CABA,ARS,790000,120000,36.41,1,1,,,,30
ALQUILER MONOAMBIENTE AMUEBLADO RECOLETA,Avenida Callao 1000,Recoleta,CABA,ARS,800000,170000,30.0,,,1,10 años,,30
Hermoso semipiso 3 amb al fte. Amoblado,Godoy Cruz 2400,Palermo Hollywood,Palermo,USD,1800,325000,55.0,2,2,,,,30
Laprida al 1900 - Monoambiente en alquiler en el barrio de Recoleta!,Laprida 1900,Recoleta,CABA,ARS,450000,145000,28.0,,1,,40 años,,30
Deco Recoleta by Armani Casa Alquiler Penthouse temporal amoblado con terraza y piscina,Guido 1900,Recoleta,CABA,USD,3900,,70.0,2,,,2 años,,30
DEPARTAMENTO DE 2 AMBIENTES EN ESTADO EXCELENTE. BALCON CORRIDO. 46 M2 APROX TOTALES. MUY POCA ANTIGUEDAD,"Avenida Congreso 4900, Piso 9",Villa Urquiza,CABA,ARS,800000,250000,40.0,1,,,8 años,,30
ALQUILER AMPLIO MONOAMBIENTE DIVISIBLE CON BALCÓN,"Mendoza 4800, Piso 3°",Villa Urquiza,CABA,ARS,600000,206000,36.0,,1,,9 años,,30
"2 AMB AMPLIO, LATERAL, SIN BALCON, A METROS DE PLAZA IRLANDA","Avenida Gaona 2000, Piso 4",Caballito Norte,Caballito,ARS,500000,200000,40.0,1,,,60 años,,30
Alquiler Departamento 1 ambiente bajas expensas - Caballito,Campichuelo 600,Caballito,CABA,ARS,500000,73000,26.0,,1,1,,,30
"Alquiler departamento 5 ambientes, cochera Palermo Chico","Miguel Cané 3000, Piso 3",Palermo,CABA,USD,6500,,206.0,4,,,25 años,,30
"DUEÑO ALQUILA 2 AMBIENTES IMPECABLES A LA CALLE, MUY LUMINOSO","Adolfo Alsina 2000, Piso 7",Balvanera,CABA,ARS,600000,210000,,1,1,,40 años,,30
Departamento en Alquiler de 3 Ambientes en Nuñez con Patio,Grecia 3500,Núñez,CABA,ARS,1300000,120000,70.0,2,,,55 años,,30
"EXCELENTE DPTO. 2 AMB. EN ALQUILER EN FLORESTA - 4TO. PISO - CÓMODO, MUY LUMINOSO y AIREADO – 47 m2","Baradero 100, Piso 4",Floresta,CABA,ARS,690000,185000,42.0,1,,,11 años,,30
DEPARTAMENTO DE 2 AMBIENTES EN ESTADO EXCELENTE. BALCON CORRIDO. 46 M2 APROX TOTALES. MUY POCA ANTIGUEDAD,"Avenida Congreso 4900, Piso 9",Villa Urquiza,CABA,ARS,800000,250000,40.0,1,,,8 años,,31
ALQUILER AMPLIO MONOAMBIENTE DIVISIBLE CON BALCÓN,"Mendoza 4800, Piso 3°",Villa Urquiza,CABA,ARS,600000,206000,36.0,,1,,9 años,,31
"2 AMB AMPLIO, LATERAL, SIN BALCON, A METROS DE PLAZA IRLANDA","Avenida Gaona 2000, Piso 4",Caballito Norte,Caballito,ARS,500000,200000,40.0,1,,,60 años,,31
Alquiler Departamento 1 ambiente bajas expensas - Caballito,Campichuelo 600,Caballito,CABA,ARS,500000,73000,26.0,,1,1,,,31
"Alquiler departamento 5 ambientes, cochera Palermo Chico","Miguel Cané 3000, Piso 3",Palermo,CABA,USD,6500,,206.0,4,,,25 años,,31
"DUEÑO ALQUILA 2 AMBIENTES IMPECABLES A LA CALLE, MUY LUMINOSO","Adolfo Alsina 2000, Piso 7",Balvanera,CABA,ARS,600000,210000,,1,1,,40 años,,31
Departamento en Alquiler de 3 Ambientes en Nuñez con Patio,Grecia 3500,Núñez,CABA,ARS,1300000,120000,70.0,2,,,55 años,,31
"EXCELENTE DPTO. 2 AMB. EN ALQUILER EN FLORESTA - 4TO. PISO - CÓMODO, MUY LUMINOSO y AIREADO – 47 m2","Baradero 100, Piso 4",Floresta,CABA,ARS,690000,185000,42.0,1,,,11 años,,31
AV. ALVAREZ THOMAS Y AV. ELCANO - 34 M2 TODO SOL BAÑO Y COCINA COMPLETOS,Avenida Álvarez Thomas 1200,Colegiales,CABA,ARS,630000,,34.0,1,,,40 años,,31
Excepcional Dpto de 4 ambientes con dependencias amueblado en el corazón de Belgrano,"Avenida Olazábal 2800, Piso 2",Belgrano,CABA,ARS,1990000,300000,118.0,3,,,50 años,,31
EXCELENTE  3 AMBIENTES DEPENDENCIAS COCINA COMEDOR DIARIO,Avenida Corrientes 4500,Almagro,CABA,ARS,1250000,300000,79.0,2,,,45 años,,31
Alquiler de departamento de 2 Ambientes en Caballito,San José De Calasanz 500,Caballito,CABA,ARS,700000,150000,41.0,1,,,50 años,,31
Departamento en alquiler en Liniers,"Avenida Lisandro De La Torre 100, Piso 3",Liniers,CABA,ARS,650000,120000,,1,,2,50 años,,31
Departamento en alquiler Nuñez DUEÑO,"Manzanares 2000, Piso 1",Lomas de Núñez,Núñez,ARS,650000,110000,32.0,,,,15 años,,31
4 Ambientes Santa Fe 5000. Muy amplio. Gran vista!,"Avenida Santa Fe 5000, Piso 10°",Palermo Hollywood,Palermo,ARS,1395000,500000,100.0,3,,,30 años,,31
DEPARTAMENTO MONOAMBIENTE ALQUILER SAN TELMO,"Av Brasil 700, Piso 4°",San Telmo,CABA,ARS,580000,140000,30.0,,1,,12 años,,31
"Excelente depto de 3 Amb Muy Luminoso, amplia cocina","Boedo 400, Piso 7°",Almagro Sur,Almagro,ARS,900000,250000,55.0,2,,,40 años,,31
1 amb. 51mts dividido cfte. c/ balcón,"Manuela Pedraza 2300, Piso 10°",Núñez,CABA,ARS,850000,170000,47.0,,2,,4 años,,31
Departamento 2 amb en alquiler,"Avenida General Paz 400, Piso 7",Núñez,CABA,ARS,700000,164000,28.0,1,1,,,,31
Espectacular Monoambiente,Avenida Francisco Beiró 4900,Villa Devoto,CABA,ARS,650000,120000,33.0,,1,,3 años,,31
Espectacular Monoambiente,Avenida Francisco Beiró 4900,Villa Devoto,CABA,ARS,650000,120000,33.0,,1,,3 años,,32
MONOAMBIENTE DIVISIBLE RECOLETA-IDEAL Uso Profesional-S/IVA,"Avenida Callao 900, Piso 10°",Recoleta,CABA,ARS,630000,214400,33.0,,1,1,,,32
"2 AMBIENT FTE BCON ATERRAZ BÑO Y TOILETTE ""A ESTRENAR"" EN EXCLUS ZONA CON AMENITIES COWORKING EXQUISITO","Fray Justo Santa María De Oro 2400, Piso 8",Botánico,Palermo,ARS,1200000,250000,40.0,1,,,A Estrenar,,32
"2 AMBIENT FTE BCON ATERRAZ BÑO Y TOILETTE ""A ESTRENAR"" EN EXCLUS ZONA CON AMENITIES COWORKING EXQUISITO","Fray Justo Santa María De Oro 2400, Piso 8",Botánico,Palermo,ARS,1000000,250000,40.0,1,,,A Estrenar,,32
Departamento 2 Ambientes Alquiler en Almagro,"Don Bosco 3700, Piso 7°",Almagro Sur,Almagro,ARS,650000,120000,35.0,1,1,,,,32
4 Ambientes . Excelente estado - 2 baños .- 2 cuadras de Rivadavia y Estacion Floresta,"Mercedes 200, Piso 2",Floresta,CABA,ARS,1000000,240000,72.0,3,,,60 años,,32
Excelente 2 Ambientes con Doble Patio en Formosa al 400 – A Pasos de Av. Rivadavia,"Formosa 400, Piso 1",Caballito,CABA,ARS,650000,155000,,1,1,2,,,32
Hermoso departamento 1 ambiente. Luminoso,Arce 700,Las Cañitas,Palermo,ARS,550000,140000,22.0,,1,1,,,32
DPTO 3 AMB TODO EXTERNO MUY LUM EXCEL VISTA Y UBIC,"Barzana 2100, Piso 15°",Villa Urquiza,CABA,ARS,900000,,54.0,2,1,,,,32
ALMAGRO EXCELENTE 3 AMB PISO 12° - FRENTE - OPCIÓN COCHERA,"Avenida Medrano 600, Piso 12°",Almagro,CABA,ARS,920000,280200,50.0,2,,,45 años,,32
EXCELENTE MONOAMBIENTE DIVISIBLE CON BALCÓN Y COCHERA,"Avenida Cabildo 3900, Piso 7",Núñez,CABA,ARS,600000,220000,34.0,,1,,10 años,,32
Departamento monoambiente con patio en alquiler,"Ricardo Gutiérrez 3000, Piso 1",Villa del Parque,CABA,ARS,550000,100000,28.0,,1,,A Estrenar,,32
VIGILANCIA - 2 BAÑOS - BALCON - COCINA con COMEDOR DIARIO,"Moreno 800, Piso 3",San Telmo,CABA,ARS,1200000,360000,80.0,3,2,,,,32
Monoambiente luminoso con balcón – Apto profesional – Tucumán y Esmeralda,"Tucumán 800, Piso 7",San Nicolás,CABA,ARS,660000,125000,32.0,1,,,88 años,,32
PISO EN VILLA DEVOTO RESEDENCIAL,"Nueva York 4500, Piso 4",Villa Devoto,CABA,USD,3300,600000,145.0,3,,,25 años,,32
Hermoso y exclusivo ambiente divisible con balcón terraza. Excelente ubicación,"Alcaraz 5000, Piso 4",Monte Castro,CABA,ARS,590000,155000,31.0,,,,8 años,,32
"Departamento  en Alquiler  2 dormi, Barrio Norte",Juncal 2900,Barrio Norte,CABA,USD,1900,700000,,2,2,,A Estrenar,,32
Av. San Martin 5795 Piso 1° - monoambiente en alquiler,Av. San Martin 5795 Piso 1° - monoambiente en alquiler,Villa Devoto,CABA,ARS,510000,80000,30.0,,1,,6 años,,32
Depto 2 amb contra-frente con balcón y cochera en alquiler,Franklin Delano Roosevelt 5400,Villa Urquiza,CABA,ARS,700000,194042,32.0,1,,,50 años,,32
Monoambiente con Balcòn Al Frente,Avenida Monroe 5800,Villa Urquiza,CABA,ARS,590000,168000,32.0,1,,,12 años,,32
"DEPARTAMENTO 2 AMBIENTES - PALERMO CHICO, CAPITAL FEDERAL","Cabello 3900, Piso 6",Palermo Chico,Palermo,ARS,1000000,274000,40.0,1,,,25 años,,33
"Departamento en Alquiler de 2 ambientes al frente con balcon , Parque ,Pileta, seguridad 24hs","Sarandí 800, Piso 1",San Cristóbal,CABA,ARS,550000,230000,41.0,1,,,17 años,,33
Departamento ambiente y medio en alquiler,"Avenida Olazábal 5500, Piso 1",Villa Urquiza,CABA,ARS,650000,160000,36.0,1,,,,,33
Hermoso 4 ambientes tipo Loft en San Telmo! con Terraza y parrilla!,"Avenida Paseo Colón 1300, Piso 2",San Telmo,CABA,ARS,1500000,430000,157.0,3,2,,,,33
2 Ambientes con Cochera Fija I 2° piso con Balcón al frente,Manuel Ugarte 2600,Belgrano,CABA,ARS,1050000,281137,,1,1,,10 años,,33
VIGILANCIA - 2 BAÑOS - BALCON - COCINA con COMEDOR DIARIO,"Moreno 800, Piso 3",Microcentro,Centro,ARS,1200000,360000,80.0,3,2,,,,33
Departamento 3 ambientes en Belgrano,Vuelta De Obligado 2700,Belgrano,CABA,ARS,1400000,270000,54.0,2,,,40 años,,33
Departamento 2 Ambientes Dueño Directo Sin Expensas a Estrenarla Devoto,"Avenida Lope De Vega 3500, Piso 1",Villa Devoto,CABA,ARS,1190000,,80.0,1,,,,,33
Mono ambiente muy amplio,"Medeyros 3400, Piso 1",Villa Urquiza,CABA,ARS,600000,130000,,,,1,,,33
ESPECTACULAR 3 AMB FTE 8 AÑOS C/COCHERA FIJA CUB (DORM EN STE+2° BAÑO COMPLTORRE PREMIUM C/AMENITIES MÁXIMA CATEGORIA,Austria 1900,Palermo,CABA,USD,2200,800000,70.0,2,,,8 años,,33
HERMOSO DEPTO DE 2 AMB. PLANTA BALA - MB/ESTADO,Avenida Carlos Calvo 2300,San Cristóbal,CABA,ARS,600000,30000,,1,1,2,,,33
2 Ambientes con Gran Patio | 107 m² | 2 Aires Acondicionados | Lavadero Incorporado.,Marcelo T. de Alvear 700,Retiro,CABA,ARS,990000,260000,47.0,1,,,50 años,,33
Estados Unidos al 4200 Departamento 2 Ambientes con Balcón,Estados Unidos 4200,Boedo,CABA,ARS,800000,200000,,1,1,,10 años,,33
EEUU 4200 Departamento 2 Ambientes ALQUILER Boedo,Estados Unidos 4200,Boedo,CABA,ARS,800000,170000,47.0,1,,,15 años,,33
