id_aviso,titulo,direccion,barrio,ciudad,moneda,precio,m2_cubiertos,dormitorios,banos,ambientes,tipo_propiedad,link
MLA2044219915,2 Amb Amoblado! Amplio Y Cómodo - Colegiales,"Maure 3344, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,1000000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2044219915-2-amb-amoblado-amplio-y-comodo-colegiales-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=9&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2059985827,Excelente Monoambiente Cercano Al Nuevo Polo Gastronómico Chacarita,"Olleros Al 4100, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,600,39.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2059985827-excelente-monoambiente-cercano-al-nuevo-polo-gastronomico-chacarita-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=10&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3600683700,Departamento Tres Ambientes Chacarita Apto Profesional Zona Comercial,"Charlone  Al 500, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,2300,65.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3600683700-departamento-tres-ambientes-chacarita-apto-profesional-zona-comercial-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=11&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3879944226,Torre Premium Quo Dorrego Piso Alto Vista Abierta 2 Cocheras,"Dorrego 1600, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,4200,190.0,,3,6,departamento,https://departamento.mercadolibre.com.ar/MLA-3879944226-torre-premium-quo-dorrego-piso-alto-vista-abierta-2-cocheras-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=12&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1945712435,Alquiler/ Amplio 3 Ambientes/ Cochera/sin Expensas,"Charlone 300, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,2250000,70.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1945712435-alquiler-amplio-3-ambientes-cocherasin-expensas-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=13&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1983563163,Departamento En Chacarita Amoblado,"AV Cordoba Al 6200, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,750,37.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1983563163-departamento-en-chacarita-amoblado-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=14&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3726015986,Alquiler Monoambiente Con Balcón En Chacarita,"Corrientes  Al 6300, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,800000,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3726015986-alquiler-monoambiente-con-balcon-en-chacarita-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=15&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3718595004,Alquiler Departamento De 2 Ambientes En Excelente Estado,"Zabala Al 3500, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,950000,38.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3718595004-alquiler-departamento-de-2-ambientes-en-excelente-estado-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=16&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2036033751,Alquiler  Hermoso Departamento De 2 Ambientes En Chacarita / Colegiales,"Roseti Al 400, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,900000,45.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2036033751-alquiler-hermoso-departamento-de-2-ambientes-en-chacarita-colegiales-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=17&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1992407207,Alquiler Monoamb  Colegiales Balcon Full Amenities,"Avenida Álvarez Thomas 200, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,800000,33.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1992407207-alquiler-monoamb-colegiales-balcon-full-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=18&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3897984274,Alquiler Dos Ambientes Chacarita! Baja Expensas!,"Charlone 500, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,600000,32.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3897984274-alquiler-dos-ambientes-chacarita-baja-expensas-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=19&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2057527305,Departamento Muy Luminoso Hecho A Nuevo A Mts Av. Corrientes Y Dorrego,"Gral. Juan Gregorio Lemos 100, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,550000,36.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2057527305-departamento-muy-luminoso-hecho-a-nuevo-a-mts-av-corrientes-y-dorrego-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=20&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3748293676,Departamento Alquiler 2 Amb Coch Colegiales Amobl,"Santos Dumont 3400, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,1450000,38.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3748293676-departamento-alquiler-2-amb-coch-colegiales-amobl-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3762441454,Departamento Monoambiente En Alquiler En Chacarita,"Avenida Corrientes 6300, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,690000,26.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3762441454-departamento-monoambiente-en-alquiler-en-chacarita-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1977866525,Excelente 2 Amb. Con Balcón Y Amenities - A Estrenar,"Zabala Al 3700, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,1200000,50.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1977866525-excelente-2-amb-con-balcon-y-amenities-a-estrenar-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1896896111,"Venta Departamento 2 Ambientes Con Terraza, Parrilla Y Jacuzzi En Chacarita","Castillo Al 1600, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,1100,49.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1896896111-venta-departamento-2-ambientes-con-terraza-parrilla-y-jacuzzi-en-chacarita-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1981710267,Alquiler Chacarita 3 Amb Terraza Parrilla,"Rosetti 500, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,1200000,56.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1981710267-alquiler-chacarita-3-amb-terraza-parrilla-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=25&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3516158822,Alquiler Monoambiente Divisible C/cochera Y Amenities.,"Avenida Corrientes 6300, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,770000,35.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3516158822-alquiler-monoambiente-divisible-ccochera-y-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=26&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3551067406,Departamento En Chacarita,"Dorrego  Al 946, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,490000,24.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3551067406-departamento-en-chacarita-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=27&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3577764716,Alquiler Monoambiente Piso Alto Edificio Nuevo En Chacarita,"Leiva Al 4000, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,690000,36.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3577764716-alquiler-monoambiente-piso-alto-edificio-nuevo-en-chacarita-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=28&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1945493499,Monoambiente Tranquilo En Edificio Con Amenities,"Avenida Corrientes 6400, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,650000,26.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1945493499-monoambiente-tranquilo-en-edificio-con-amenities-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=29&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA1902531425,Depto 2 Ambientes Luminoso Y Con Vista Panoramica,"Fraga 100, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,690000,38.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1902531425-depto-2-ambientes-luminoso-y-con-vista-panoramica-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=30&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2063623805,Departamento En Venta Y Alquiler 2 Ambientes En Chacarita Con Terraza A Estrenar.,"Maure  Al 4000, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,900,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2063623805-departamento-en-venta-y-alquiler-2-ambientes-en-chacarita-con-terraza-a-estrenar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=31&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3904603288,Alquiler De Excelente Monoambiente Con Balcón Con Vista Abierta | Bajas Expensas En Chacarita,"Charlone Al 200, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,690000,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3904603288-alquiler-de-excelente-monoambiente-con-balcon-con-vista-abierta-bajas-expensas-en-chacarita-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=32&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2062988661,Monoambiente Con Amenities En Chacarita,"Av. Corrientes Al 6400, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,680000,26.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2062988661-monoambiente-con-amenities-en-chacarita-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=33&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3896320132,Alquiler,"Avenida Corrientes 6400, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,650000,32.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3896320132-alquiler-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=34&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2061604207,2 Ambientes A Estrenar | Luminoso Y Doble Balcon,"Zabala 3700, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,980000,49.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2061604207-2-ambientes-a-estrenar-luminoso-y-doble-balcon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=35&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3912775180,Alquiler Monoambiente Sin Expensas,"General Juan Gregorio Lemos 0, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,550000,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3912775180-alquiler-monoambiente-sin-expensas-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=36&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2033373725,Alquiler Temporario - 1 1/2 Amb. -,"Maure  Al 4000, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,750,32.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2033373725-alquiler-temporario-1-12-amb--_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=37&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3881380190,Departamento - Chacarita,"Dorrego Al 900, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,550000,14.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3881380190-departamento-chacarita-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=38&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2057562851,Dto 2 Amb Alquiler Chacarita Balcon Pileta,"Charlone 1200, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,850000,42.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2057562851-dto-2-amb-alquiler-chacarita-balcon-pileta-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=39&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3855456032,Alquiler Temporario - 1 1/2 Amb. -,"Maure  Al 4000, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,750,32.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3855456032-alquiler-temporario-1-12-amb--_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=40&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3840369318,Departamento Alquiler Amoblado Sin Expensas En Chacarita. Cap Fed.,"Av. Forest Al 900, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,800000,25.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3840369318-departamento-alquiler-amoblado-sin-expensas-en-chacarita-cap-fed-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=41&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3720093524,Alquiler Monoambiente En Torre Full Amenities,"Avenida Alvarez Thomas 200, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,800000,36.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3720093524-alquiler-monoambiente-en-torre-full-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=42&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2024148583,Apto Profesional Alquiler Monoambiente C Amenities,"Avenida Alvarez Thomas 200, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,800000,36.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2024148583-apto-profesional-alquiler-monoambiente-c-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=43&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2041601249,Monoambiente Divisible Alquiler Full Amenities,"Avenida Córdoba 6000, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,850000,42.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2041601249-monoambiente-divisible-alquiler-full-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=44&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
